sym0,sym1,sym2,sym3,sym4,sym5,sym6
R1333,R435,R2565,R187,R2570,R2887,R1312
R1457,R440,R2565,R253,R2574,R2888,R1357
R1457,R415,R2565,R253,R2574,R2010,R1357
R1457,R440,R2565,R187,R2571,R2010,R1307
R1466,R366,R2565,R187,R2574,R2135,R1332
R1466,R366,R2565,R187,R2570,R2135,R1332
R1466,R366,R2565,R1349,R2570,R2130,R1312
R1466,R367,R2565,R187,R2570,R2005,R1484
R1466,R366,R1966,R187,R2570,R2155,R1339
R1466,R366,R1966,R187,R2570,R2160,R1307
R1466,R366,R1965,R187,R2570,R2160,R1307
R1466,R341,R1965,R187,R2570,R2135,R1307
R1466,R341,R1960,R187,R2570,R2160,R1307
R1466,R341,R1965,R187,R2570,R2135,R1307
R1466,R341,R1966,R187,R2570,R2635,R1332
R1466,R341,R1966,R187,R2570,R2005,R1312
R1466,R341,R1966,R187,R2570,R2630,R1332
R1466,R342,R1966,R187,R2574,R2135,R1482
R1466,R342,R1966,R187,R2570,R2630,R1307
R1341,R367,R1966,R187,R2570,R2135,R1309
R1341,R342,R1966,R187,R2570,R2035,R1307
R1341,R367,R1966,R187,R2571,R2010,R1339
R1341,R341,R1966,R187,R2574,R2635,R1332
R1341,R367,R1965,R187,R2570,R2010,R1312
R1346,R341,R1966,R187,R2570,R2130,R1312
R1341,R342,R1961,R187,R2570,R2005,R1307
R1341,R342,R1965,R187,R2570,R2635,R1307
R1346,R342,R1966,R187,R2570,R2005,R1307
R1341,R342,R1966,R187,R2570,R2780,R1312
R1341,R342,R1966,R187,R2570,R2005,R1332
R1341,R342,R1966,R187,R2570,R2635,R1307
R1341,R342,R1941,R187,R2570,R2755,R1312
R1341,R342,R1966,R187,R2570,R2785,R1307
R1345,R342,R2725,R187,R2570,R2660,R1307
R1340,R342,R2725,R187,R2570,R2635,R1307
R1340,R342,R2725,R187,R2574,R2630,R1482
R1340,R367,R2702,R187,R2570,R2635,R1312
R1341,R367,R2702,R187,R2570,R2635,R1312
R1341,R367,R2702,R187,R2570,R2169,R1312
R1341,R367,R2677,R187,R2571,R2169,R1308
R1332,R367,R2677,R187,R2570,R2044,R1307
R1333,R367,R2678,R187,R2571,R2039,R1307
R1333,R367,R2678,R187,R2571,R2039,R1332
R1958,R367,R2702,R187,R2570,R2669,R1332
R1958,R367,R2677,R187,R2571,R2044,R1307
R1958,R367,R2802,R187,R2570,R2639,R1312
R1958,R367,R2677,R187,R2570,R2039,R1312
R1958,R367,R2677,R187,R2574,R2069,R1482
R1958,R367,R2802,R187,R2571,R2044,R1307
R1958,R367,R2802,R187,R2571,R2044,R1332
R1958,R367,R2802,R187,R2571,R2044,R1312
R1958,R367,R2677,R187,R2574,R2044,R1312
R1958,R367,R2677,R187,R2571,R2039,R1307
R1958,R367,R2677,R187,R2572,R2639,R1307
R1957,R367,R2802,R187,R2572,R2044,R1307
R1962,R367,R2677,R187,R2574,R2039,R1312
R1962,R367,R2802,R187,R2574,R2664,R1312
R1962,R367,R2802,R187,R2573,R2044,R1307
R1962,R367,R2677,R187,R2573,R2044,R1307
R1962,R367,R2677,R187,R2573,R2164,R1307
R1962,R367,R2677,R187,R2573,R2039,R1312
