sym0,sym1,sym2,sym3,sym4,sym5,sym6
R80848,R14300,R80652,R24635,R51417,R87145,R33218
R80848,R14300,R80663,R24635,R51417,R86707,R43329
R80848,R14300,R80652,R24635,R51417,R87146,R33217
R80849,R14300,R81553,R24635,R51417,R77704,R44429
R80848,R14300,R81652,R24635,R51417,R86704,R32317
R80849,R14300,R71562,R24635,R51417,R88132,R44906
R80848,R14300,R81652,R24635,R51417,R88242,R32317
R80849,R14300,R81653,R24635,R51417,R89033,R32317
R80848,R14300,R80652,R34727,R51417,R97246,R32317
R80849,R14300,R80662,R34727,R52418,R88146,R32307
R80848,R14300,R80662,R34727,R52418,R87052,R43907
R80849,R14300,R80563,R13454,R51417,R87706,R43907
R80848,R14300,R80652,R13454,R51417,R88136,R32317
R80849,R14300,R80653,R1362,R51417,R97243,R32419
R80848,R14300,R81653,R1362,R51417,R87253,R44919
R80849,R14300,R81553,R1362,R52418,R87706,R43907
R80848,R14300,R81652,R1362,R51417,R98142,R33706
R80848,R14300,R80663,R1362,R51417,R97145,R32317
R80849,R14300,R80663,R1271,R51417,R98132,R33606
R80848,R14300,R80663,R24635,R51417,R98232,R44906
R80848,R14300,R80652,R24635,R51417,R88802,R32317
R80848,R14300,R81553,R45818,R51417,R96137,R33607
R80848,R14300,R81552,R24635,R52418,R97156,R32317
R80848,R14301,R81662,R24635,R52418,R87706,R32317
R80848,R14301,R71368,R34727,R52418,R96037,R33519
R82834,R14200,R71468,R34727,R52449,R97036,R43907
R82834,R14301,R71368,R34727,R52418,R71462,R33319
R82835,R14300,R71369,R34727,R52418,R72462,R26788
R82843,R12703,R71368,R34727,R52417,R71362,R15771
R83833,R12713,R71368,R34727,R52418,R61816,R16670
R83842,R12703,R72368,R45818,R52417,R71373,R5572
R73842,R12703,R71368,R46818,R52418,R60815,R15571
R73842,R12714,R72378,R46818,R52418,R80367,R15571
R73842,R11713,R72368,R46818,R52418,R71365,R15571
R73852,R11703,R72378,R45818,R52418,R72362,R15771
R73842,R11703,R72377,R45818,R52418,R70463,R15572
R73842,R11703,R72377,R45818,R52449,R60814,R27961
R73842,R11703,R72377,R45818,R52418,R81366,R5572
R73833,R11713,R72377,R34727,R52418,R80257,R15471
R73842,R11713,R82367,R34727,R62428,R80157,R15472
R73842,R11703,R72367,R24636,R52418,R61815,R16482
R73842,R1703,R72367,R34727,R52417,R81266,R16482
R73832,R1703,R72378,R34727,R52417,R80366,R16482
R73832,R1703,R72368,R34727,R52417,R81364,R16482
R73832,R1703,R72367,R34727,R52417,R70454,R16482
R73832,R1703,R72378,R24636,R62449,R80248,R16482
R73832,R1714,R72378,R24636,R62428,R70356,R26489
R73832,R1703,R72378,R13454,R52418,R61717,R16482
R62833,R1714,R72368,R13454,R62428,R81257,R26588
R62832,R1703,R72367,R5116,R52417,R71817,R16482
R62832,R1703,R72377,R5116,R62449,R70367,R16681
R62733,R1703,R72367,R34727,R52449,R70374,R26680
R62832,R1714,R72377,R34727,R62449,R70358,R27976
R62832,R1703,R72367,R45818,R52418,R51364,R16482
R63732,R1714,R72367,R24636,R52418,R51474,R16488
R63732,R1704,R72367,R24636,R52417,R51372,R15482
R63742,R1714,R72368,R24636,R62428,R60158,R16781
R53752,R1703,R72378,R24636,R52418,R52463,R16482
R53642,R1603,R72377,R34727,R52417,R51814,R16482
R53653,R1604,R72378,R34727,R52449,R51264,R27971
R53642,R1604,R92661,R34727,R52418,R51816,R16483
R61794,R1604,R91561,R24636,R62428,R60378,R16782
R61794,R1705,R91561,R34727,R62448,R86028,R27599
R61794,R1705,R92551,R24636,R62438,R78045,R33217
R61658,R3201,R91561,R24636,R52428,R87155,R43329
R61658,R3302,R92561,R34727,R62448,R67147,R33217
R61657,R3203,R92561,R34727,R62449,R77047,R44807
R61557,R3201,R92551,R34727,R62438,R87037,R33217
R61567,R3202,R92561,R34727,R62438,R67707,R33507
R61557,R3202,R91561,R34727,R52428,R68035,R33218
R61557,R3202,R92561,R45818,R62449,R76037,R33319
R61559,R3202,R92561,R45818,R62459,R87137,R33217
R62557,R3202,R91561,R34727,R52428,R77244,R33217
R61567,R3202,R92551,R24636,R62438,R68704,R33217
R62567,R3202,R92551,R24636,R62448,R78034,R33217
R62557,R3202,R91561,R24636,R62449,R77136,R44906
R62557,R3203,R91661,R12454,R62448,R77147,R33217
R62557,R3202,R91561,R12454,R62459,R86036,R33217
R52547,R2202,R91561,R12454,R62448,R76135,R33217
R52537,R2203,R92551,R12454,R62448,R77038,R33319
R52537,R2203,R91561,R12454,R62449,R76147,R43817
R52537,R2202,R91561,R12454,R52428,R68704,R33217
R52537,R2202,R91561,R12454,R52428,R77234,R33317
R52537,R2202,R91561,R12454,R62438,R67707,R33217
R52638,R5202,R92561,R12454,R93890,R86037,R40636
R52539,R4202,R92453,R12454,R93898,R86028,R52928
R52537,R5313,R92443,R12454,R93898,R76146,R51726
R52537,R5313,R92443,R12454,R93890,R76137,R41545
R52537,R4313,R91561,R12454,R93890,R86038,R51549
R52539,R4202,R91770,R12454,R93890,R86037,R41644
R52637,R4202,R91770,R12454,R93890,R88134,R41744
R51638,R4202,R90780,R12454,R93890,R88035,R41545
R52637,R4202,R81780,R12454,R93898,R88035,R52934
R51637,R8451,R91780,R12454,R90591,R88134,R40545
R51638,R8451,R91770,R12454,R90590,R86036,R40635
R51637,R7461,R91670,R12454,R90593,R77246,R40545
R51637,R7551,R91570,R12454,R90590,R87055,R40545
R52635,R7561,R81570,R5116,R90598,R86047,R51934
R52635,R7361,R81570,R5116,R90598,R73141,R51934
R52635,R7461,R81571,R12454,R90593,R73141,R40535
R52672,R5873,R81571,R12444,R90598,R74141,R41734
R52672,R5873,R81571,R12444,R90591,R74141,R41734
R52673,R5873,R81470,R41799,R90591,R74031,R41545
R52673,R5874,R81471,R12444,R90590,R73131,R52939
R52772,R5873,R70662,R12444,R90590,R74231,R41649
R52672,R5873,R70662,R12444,R90590,R74350,R41535
R52672,R5873,R70761,R12444,R90590,R64250,R41535
R52672,R5773,R70761,R12444,R90590,R74151,R41535
R52672,R5773,R70751,R12444,R90590,R74240,R41535
R52672,R5773,R70761,R12444,R90590,R74140,R41535
R52672,R5773,R70762,R12444,R90591,R83041,R41634
R52672,R5773,R70762,R12444,R90591,R73031,R40544
R52673,R4773,R70662,R12444,R90591,R83021,R51634
R52672,R5774,R70762,R12444,R90598,R74151,R52934
R52672,R5774,R70662,R12444,R90590,R83031,R41535
R51672,R4874,R70662,R12444,R90590,R64141,R40538
R51672,R4774,R60662,R12444,R90590,R73251,R41535
R51672,R4874,R70662,R12444,R90593,R63051,R51659
R51672,R4773,R70662,R12444,R90598,R83141,R51734
R51672,R4874,R70761,R12444,R90590,R73141,R40544
R51682,R4773,R70662,R12444,R90591,R74131,R41545
R51672,R4774,R70652,R12444,R90590,R73131,R41535
R51672,R4764,R70661,R12444,R90590,R83141,R41535
R51682,R4774,R70662,R12444,R90591,R73131,R41535
R51672,R4774,R60662,R12444,R90590,R84230,R41545
R51672,R4764,R70662,R12444,R90590,R73030,R41735
R51672,R4774,R70762,R12444,R90590,R83150,R41535
R50673,R4774,R70562,R12444,R90591,R84131,R41545
R50672,R4764,R60662,R12444,R90590,R84240,R41535
R50781,R4764,R92811,R12444,R90590,R83350,R41535
R50771,R4774,R92811,R12444,R90591,R83141,R41535
R50771,R4774,R92811,R12444,R90598,R83031,R52934
R50771,R4875,R83615,R12444,R90590,R83141,R41545
R51673,R4875,R83615,R12444,R90590,R83041,R41545
R51673,R4875,R83615,R12444,R90590,R64379,R41544
R51673,R4875,R83515,R12444,R90593,R74369,R41536
R51635,R4875,R83515,R2544,R90590,R73369,R41535
R51636,R4875,R83516,R2544,R90593,R73359,R41535
R51637,R4875,R83516,R2544,R90593,R73359,R41634
R61636,R4875,R83615,R2544,R90590,R83369,R41734
R61636,R4875,R93415,R2544,R90593,R73369,R41535
R61636,R4875,R94514,R2544,R90590,R83159,R41545
R61636,R4875,R93515,R2544,R90590,R73259,R41545
R61636,R4875,R93515,R2544,R90598,R73469,R52934
R61636,R4875,R94514,R2544,R90592,R73369,R41535
R61636,R4875,R94514,R2544,R90592,R63369,R41734
R61636,R4875,R94514,R2544,R90592,R63369,R41545
R61636,R4875,R93515,R2544,R90598,R73369,R41545
R61636,R4875,R93515,R2544,R90593,R73259,R41535
R61636,R4875,R93515,R2544,R90495,R83159,R41535
R60635,R4875,R94514,R2544,R90495,R73269,R41535
R70645,R4875,R93415,R2544,R90499,R73359,R41545
R70645,R4875,R94415,R2544,R90499,R83359,R41545
R70645,R4875,R94414,R2544,R90497,R73369,R41535
R70645,R4875,R93515,R2544,R90497,R73369,R41535
R70645,R4875,R93415,R2544,R90497,R74359,R41535
R70645,R4875,R93415,R2544,R90497,R73359,R41545
